Date - MST,Calgary,Central,Edmonton, Losses,Northeast,Northwest,South,System Load
11/24/2020 1:00:00 AM,924,"1,253","1,344",360,"1,121",922,834,"6,742"
11/24/2020 2:00:00 AM,909,"1,239","1,324",373,"1,145",914,832,"6,721"
11/24/2020 3:00:00 AM,906,"1,238","1,322",397,"1,150",919,829,"6,748"
11/24/2020 4:00:00 AM,927,"1,238","1,339",371,"1,152",914,834,"6,760"
11/24/2020 5:00:00 AM,993,"1,256","1,398",356,"1,153",919,853,"6,912"
11/24/2020 6:00:00 AM,"1,124","1,299","1,549",347,"1,164",896,891,"7,254"
11/24/2020 7:00:00 AM,"1,265","1,363","1,696",331,"1,180",877,931,"7,628"
11/24/2020 8:00:00 AM,"1,301","1,386","1,752",380,"1,185",895,947,"7,829"
11/24/2020 9:00:00 AM,"1,319","1,393","1,803",403,"1,177",939,927,"7,946"
11/24/2020 10:00:00 AM,"1,342","1,377","1,815",358,"1,190",904,923,"7,893"
11/24/2020 11:00:00 AM,"1,360","1,377","1,822",346,"1,181",905,922,"7,898"
11/24/2020 12:00:00 PM,"1,366","1,356","1,822",353,"1,179",909,915,"7,884"
11/24/2020 1:00:00 PM,"1,356","1,354","1,818",312,"1,164",907,919,"7,815"
11/24/2020 2:00:00 PM,"1,328","1,343","1,807",330,"1,161",921,921,"7,794"
11/24/2020 3:00:00 PM,"1,316","1,360","1,807",293,"1,165",917,927,"7,771"
11/24/2020 4:00:00 PM,"1,372","1,400","1,882",356,"1,182",895,936,"8,007"
11/24/2020 5:00:00 PM,"1,451","1,406","1,913",338,"1,188",826,937,"8,042"
11/24/2020 6:00:00 PM,"1,405","1,386","1,864",302,"1,189",851,921,"7,902"
11/24/2020 7:00:00 PM,"1,340","1,342","1,777",234,"1,174",935,912,"7,699"
11/24/2020 8:00:00 PM,"1,279","1,323","1,728",262,"1,169",913,913,"7,570"
11/24/2020 9:00:00 PM,"1,195","1,320","1,667",229,"1,130",891,905,"7,322"
11/24/2020 10:00:00 PM,"1,092","1,271","1,544",256,"1,111",901,870,"7,028"
11/24/2020 11:00:00 PM,998,"1,228","1,442",247,"1,087",936,834,"6,758"
11/25/2020 12:00:00 AM,938,"1,210","1,396",264,"1,082",941,811,"6,626"
11/25/2020 1:00:00 AM,903,"1,209","1,363",302,"1,064",935,801,"6,561"
11/25/2020 2:00:00 AM,884,"1,211","1,327",265,"1,069",932,802,"6,473"
11/25/2020 3:00:00 AM,879,"1,209","1,318",260,"1,074",935,808,"6,468"
11/25/2020 4:00:00 AM,903,"1,213","1,325",237,"1,076",938,815,"6,491"
11/25/2020 5:00:00 AM,969,"1,228","1,392",242,"1,075",938,834,"6,664"
11/25/2020 6:00:00 AM,"1,104","1,264","1,512",251,"1,088",958,877,"7,039"
11/25/2020 7:00:00 AM,"1,248","1,324","1,683",241,"1,108",930,921,"7,438"
11/25/2020 8:00:00 AM,"1,292","1,332","1,709",246,"1,111",917,926,"7,519"
11/25/2020 9:00:00 AM,"1,316","1,325","1,693",199,"1,116",878,907,"7,419"
11/25/2020 10:00:00 AM,"1,341","1,328","1,717",227,"1,126",876,910,"7,510"
11/25/2020 11:00:00 AM,"1,351","1,322","1,727",245,"1,138",888,926,"7,581"
11/25/2020 12:00:00 PM,"1,339","1,325","1,732",230,"1,134",887,936,"7,567"
11/25/2020 1:00:00 PM,"1,322","1,322","1,704",227,"1,132",898,940,"7,529"
11/25/2020 2:00:00 PM,"1,309","1,320","1,709",233,"1,137",965,934,"7,591"
11/25/2020 3:00:00 PM,"1,315","1,347","1,738",248,"1,138",957,936,"7,665"
11/25/2020 4:00:00 PM,"1,387","1,392","1,838",248,"1,149",938,960,"7,897"
11/25/2020 5:00:00 PM,"1,483","1,381","1,897",294,"1,172",895,966,"8,072"
11/25/2020 6:00:00 PM,"1,420","1,353","1,819",222,"1,143",889,947,"7,778"
11/25/2020 7:00:00 PM,"1,357","1,354","1,750",247,"1,167",913,947,"7,719"
11/25/2020 8:00:00 PM,"1,287","1,343","1,689",220,"1,153",924,944,"7,544"
11/25/2020 9:00:00 PM,"1,207","1,343","1,655",292,"1,143",987,932,"7,543"
11/25/2020 10:00:00 PM,"1,109","1,302","1,559",238,"1,109",948,894,"7,143"
11/25/2020 11:00:00 PM,"1,012","1,265","1,455",286,"1,093",917,856,"6,869"
11/26/2020 12:00:00 AM,949,"1,239","1,377",256,"1,095",912,834,"6,647"
11/26/2020 1:00:00 AM,909,"1,226","1,335",258,"1,098",902,825,"6,538"
11/26/2020 2:00:00 AM,890,"1,223","1,335",251,"1,104",911,819,"6,518"
11/26/2020 3:00:00 AM,886,"1,228","1,338",197,"1,122",926,819,"6,502"
11/26/2020 4:00:00 AM,911,"1,249","1,341",223,"1,127",922,825,"6,582"
11/26/2020 5:00:00 AM,975,"1,260","1,405",212,"1,133",919,843,"6,731"
11/26/2020 6:00:00 AM,"1,106","1,293","1,539",229,"1,152",869,877,"7,048"
11/26/2020 7:00:00 AM,"1,251","1,351","1,700",185,"1,169",874,923,"7,437"
11/26/2020 8:00:00 AM,"1,297","1,361","1,757",142,"1,189",871,943,"7,544"
11/26/2020 9:00:00 AM,"1,309","1,374","1,743",209,"1,180",858,937,"7,594"
11/26/2020 10:00:00 AM,"1,317","1,365","1,759",209,"1,166",865,928,"7,593"
11/26/2020 11:00:00 AM,"1,329","1,349","1,736",292,"1,153",860,924,"7,626"
11/26/2020 12:00:00 PM,"1,332","1,337","1,744",223,"1,158",861,912,"7,551"
11/26/2020 1:00:00 PM,"1,323","1,327","1,725",206,"1,183",872,903,"7,523"
11/26/2020 2:00:00 PM,"1,313","1,316","1,744",201,"1,207",869,907,"7,541"
11/26/2020 3:00:00 PM,"1,325","1,334","1,751",226,"1,180",878,917,"7,595"
11/26/2020 4:00:00 PM,"1,394","1,367","1,829",265,"1,196",902,947,"7,884"
11/26/2020 5:00:00 PM,"1,471","1,374","1,859",244,"1,205",883,950,"7,971"
11/26/2020 6:00:00 PM,"1,405","1,345","1,799",245,"1,177",900,936,"7,791"
11/26/2020 7:00:00 PM,"1,339","1,333","1,740",219,"1,162",926,935,"7,639"
11/26/2020 8:00:00 PM,"1,271","1,309","1,665",205,"1,141",916,930,"7,421"
11/26/2020 9:00:00 PM,"1,185","1,290","1,601",188,"1,134",913,920,"7,215"
11/26/2020 10:00:00 PM,"1,082","1,253","1,505",177,"1,118",882,888,"6,889"
11/26/2020 11:00:00 PM,990,"1,221","1,400",187,"1,104",898,853,"6,637"
11/27/2020 12:00:00 AM,929,"1,204","1,319",238,"1,059",918,832,"6,484"
11/27/2020 1:00:00 AM,892,"1,192","1,289",228,"1,055",916,816,"6,372"
11/27/2020 2:00:00 AM,869,"1,187","1,224",221,"1,059",912,812,"6,269"
11/27/2020 3:00:00 AM,865,"1,191","1,252",251,"1,059",924,809,"6,336"
11/27/2020 4:00:00 AM,885,"1,238","1,257",276,"1,063",935,815,"6,455"
11/27/2020 5:00:00 AM,948,"1,252","1,351",297,"1,083",935,832,"6,683"
11/27/2020 6:00:00 AM,"1,078","1,291","1,468",310,"1,117",887,867,"7,001"
11/27/2020 7:00:00 AM,"1,220","1,347","1,633",271,"1,128",889,912,"7,385"
11/27/2020 8:00:00 AM,"1,262","1,365","1,676",245,"1,136",887,924,"7,479"
11/27/2020 9:00:00 AM,"1,275","1,349","1,686",258,"1,148",892,909,"7,501"
11/27/2020 10:00:00 AM,"1,285","1,337","1,710",263,"1,146",888,892,"7,505"
11/27/2020 11:00:00 AM,"1,295","1,331","1,696",269,"1,145",859,885,"7,465"
11/27/2020 12:00:00 PM,"1,301","1,323","1,708",261,"1,143",896,880,"7,497"
11/27/2020 1:00:00 PM,"1,293","1,332","1,706",251,"1,146",875,884,"7,471"
11/27/2020 2:00:00 PM,"1,287","1,341","1,677",244,"1,139",875,894,"7,442"
11/27/2020 3:00:00 PM,"1,290","1,363","1,697",256,"1,152",870,890,"7,502"
11/27/2020 4:00:00 PM,"1,349","1,397","1,791",299,"1,140",887,920,"7,767"
11/27/2020 5:00:00 PM,"1,414","1,424","1,852",328,"1,165",906,952,"8,026"
11/27/2020 6:00:00 PM,"1,355","1,399","1,789",287,"1,141",895,933,"7,783"
11/27/2020 7:00:00 PM,"1,294","1,385","1,724",268,"1,131",883,933,"7,602"
11/27/2020 8:00:00 PM,"1,236","1,346","1,652",234,"1,119",881,917,"7,369"
11/27/2020 9:00:00 PM,"1,168","1,287","1,571",285,"1,095",882,893,"7,165"
11/27/2020 10:00:00 PM,"1,078","1,281","1,505",264,"1,094",913,862,"6,980"
11/27/2020 11:00:00 PM,991,"1,257","1,419",229,"1,094",884,824,"6,683"
11/28/2020 12:00:00 AM,927,"1,240","1,385",249,"1,079",889,806,"6,558"
11/28/2020 1:00:00 AM,885,"1,197","1,304",249,"1,083",888,795,"6,385"
11/28/2020 2:00:00 AM,865,"1,199","1,293",293,"1,083",889,792,"6,398"
11/28/2020 3:00:00 AM,854,"1,218","1,306",300,"1,089",885,789,"6,425"
11/28/2020 4:00:00 AM,858,"1,219","1,314",276,"1,099",880,789,"6,420"
11/28/2020 5:00:00 AM,885,"1,223","1,335",280,"1,100",882,797,"6,485"
11/28/2020 6:00:00 AM,933,"1,239","1,373",283,"1,097",883,811,"6,604"
11/28/2020 7:00:00 AM,"1,008","1,266","1,466",266,"1,111",903,839,"6,844"
11/28/2020 8:00:00 AM,"1,070","1,308","1,533",278,"1,103",909,866,"7,050"
11/28/2020 9:00:00 AM,"1,119","1,315","1,570",290,"1,103",912,864,"7,157"
11/28/2020 10:00:00 AM,"1,166","1,323","1,626",304,"1,106",913,866,"7,287"
11/28/2020 11:00:00 AM,"1,200","1,329","1,641",270,"1,097",905,882,"7,310"
11/28/2020 12:00:00 PM,"1,213","1,301","1,609",198,"1,104",860,890,"7,161"
11/28/2020 1:00:00 PM,"1,206","1,298","1,590",240,"1,116",860,889,"7,185"
11/28/2020 2:00:00 PM,"1,193","1,281","1,573",228,"1,135",850,895,"7,139"
11/28/2020 3:00:00 PM,"1,196","1,285","1,594",214,"1,152",848,910,"7,184"
11/28/2020 4:00:00 PM,"1,269","1,340","1,716",290,"1,159",865,942,"7,564"
11/28/2020 5:00:00 PM,"1,374","1,361","1,804",272,"1,160",856,964,"7,774"
11/28/2020 6:00:00 PM,"1,343","1,350","1,749",214,"1,152",833,954,"7,579"
11/28/2020 7:00:00 PM,"1,293","1,355","1,683",229,"1,150",841,958,"7,492"
11/28/2020 8:00:00 PM,"1,242","1,353","1,665",237,"1,145",847,952,"7,423"
11/28/2020 9:00:00 PM,"1,179","1,314","1,602",228,"1,169",837,929,"7,242"
11/28/2020 10:00:00 PM,"1,099","1,307","1,537",199,"1,177",842,901,"7,046"
11/28/2020 11:00:00 PM,"1,019","1,274","1,457",223,"1,159",831,867,"6,814"
11/29/2020 12:00:00 AM,955,"1,266","1,392",199,"1,148",851,837,"6,633"
11/29/2020 1:00:00 AM,914,"1,264","1,356",269,"1,146",888,819,"6,639"
11/29/2020 2:00:00 AM,890,"1,258","1,327",258,"1,138",883,815,"6,552"
11/29/2020 3:00:00 AM,880,"1,255","1,323",275,"1,128",887,814,"6,546"
11/29/2020 4:00:00 AM,885,"1,273","1,326",270,"1,124",884,816,"6,562"
11/29/2020 5:00:00 AM,908,"1,271","1,347",277,"1,121",888,822,"6,618"
11/29/2020 6:00:00 AM,949,"1,316","1,379",308,"1,127",879,836,"6,778"
11/29/2020 7:00:00 AM,"1,005","1,338","1,438",291,"1,149",898,861,"6,964"
11/29/2020 8:00:00 AM,"1,056","1,354","1,509",270,"1,136",919,873,"7,099"
11/29/2020 9:00:00 AM,"1,115","1,363","1,568",239,"1,132",862,883,"7,145"
11/29/2020 10:00:00 AM,"1,173","1,365","1,611",261,"1,132",865,891,"7,283"
11/29/2020 11:00:00 AM,"1,213","1,370","1,651",234,"1,128",853,894,"7,326"
11/29/2020 12:00:00 PM,"1,239","1,357","1,623",238,"1,136",863,893,"7,333"
11/29/2020 1:00:00 PM,"1,242","1,342","1,618",260,"1,106",839,888,"7,279"
11/29/2020 2:00:00 PM,"1,240","1,336","1,612",255,"1,109",831,892,"7,258"
11/29/2020 3:00:00 PM,"1,259","1,342","1,642",251,"1,148",830,905,"7,361"
11/29/2020 4:00:00 PM,"1,325","1,370","1,760",308,"1,201",869,935,"7,751"
11/29/2020 5:00:00 PM,"1,410","1,435","1,857",289,"1,200",872,973,"8,020"
11/29/2020 6:00:00 PM,"1,356","1,401","1,785",257,"1,190",870,956,"7,798"
11/29/2020 7:00:00 PM,"1,294","1,360","1,734",258,"1,173",873,932,"7,607"
11/29/2020 8:00:00 PM,"1,229","1,314","1,660",276,"1,167",858,911,"7,399"
11/29/2020 9:00:00 PM,"1,153","1,283","1,609",272,"1,156",855,883,"7,195"
11/29/2020 10:00:00 PM,"1,060","1,251","1,522",275,"1,150",896,841,"6,978"
11/29/2020 11:00:00 PM,968,"1,240","1,425",253,"1,122",930,813,"6,736"
11/30/2020 12:00:00 AM,906,"1,228","1,360",256,"1,109",925,794,"6,563"
11/30/2020 1:00:00 AM,872,"1,220","1,323",238,"1,111",912,784,"6,444"
11/30/2020 2:00:00 AM,852,"1,209","1,306",244,"1,105",921,785,"6,407"
11/30/2020 3:00:00 AM,850,"1,206","1,301",268,"1,093",906,787,"6,394"
11/30/2020 4:00:00 AM,874,"1,207","1,320",282,"1,093",908,793,"6,460"
11/30/2020 5:00:00 AM,939,"1,214","1,371",298,"1,110",923,804,"6,644"
11/30/2020 6:00:00 AM,"1,069","1,244","1,481",284,"1,135",907,844,"6,947"
11/30/2020 7:00:00 AM,"1,213","1,299","1,640",317,"1,146",907,896,"7,401"
11/30/2020 8:00:00 AM,"1,276","1,302","1,724",267,"1,128",908,913,"7,501"
11/30/2020 9:00:00 AM,"1,285","1,319","1,734",221,"1,140",871,911,"7,465"
11/30/2020 10:00:00 AM,"1,317","1,303","1,720",258,"1,138",875,912,"7,506"
11/30/2020 11:00:00 AM,"1,350","1,313","1,746",259,"1,151",879,915,"7,596"
11/30/2020 12:00:00 PM,"1,368","1,303","1,760",288,"1,149",874,919,"7,645"
11/30/2020 1:00:00 PM,"1,359","1,315","1,764",232,"1,168",862,915,"7,599"
11/30/2020 2:00:00 PM,"1,352","1,315","1,760",243,"1,173",920,910,"7,658"
11/30/2020 3:00:00 PM,"1,361","1,321","1,749",269,"1,165",934,923,"7,706"
11/30/2020 4:00:00 PM,"1,415","1,363","1,841",282,"1,182",908,956,"7,932"
11/30/2020 5:00:00 PM,"1,482","1,397","1,887",297,"1,212",857,982,"8,098"
11/30/2020 6:00:00 PM,"1,411","1,363","1,836",255,"1,173",873,955,"7,848"
11/30/2020 7:00:00 PM,"1,344","1,324","1,744",208,"1,140",884,936,"7,564"
11/30/2020 8:00:00 PM,"1,278","1,304","1,674",226,"1,148",946,918,"7,478"
11/30/2020 9:00:00 PM,"1,192","1,278","1,582",236,"1,143",934,888,"7,236"
11/30/2020 10:00:00 PM,"1,089","1,268","1,521",227,"1,109",925,849,"6,970"
11/30/2020 11:00:00 PM,994,"1,235","1,432",213,"1,091",913,816,"6,680"
12/1/2020 12:00:00 AM,934,"1,194","1,362",235,"1,070",905,793,"6,485"
12/1/2020 1:00:00 AM,898,"1,182","1,328",205,"1,067",900,787,"6,357"
12/1/2020 2:00:00 AM,880,"1,172","1,291",208,"1,067",904,789,"6,301"
12/1/2020 3:00:00 AM,878,"1,163","1,277",183,"1,071",894,793,"6,249"
12/1/2020 4:00:00 AM,901,"1,160","1,294",217,"1,072",899,798,"6,332"
12/1/2020 5:00:00 AM,966,"1,185","1,382",240,"1,079",878,816,"6,537"
12/1/2020 6:00:00 AM,"1,095","1,219","1,514",222,"1,112",826,858,"6,836"
12/1/2020 7:00:00 AM,"1,236","1,289","1,672",250,"1,154",850,907,"7,348"
12/1/2020 8:00:00 AM,"1,294","1,318","1,747",216,"1,169",859,922,"7,516"
12/1/2020 9:00:00 AM,"1,303","1,326","1,723",184,"1,172",852,907,"7,457"
12/1/2020 10:00:00 AM,"1,314","1,325","1,743",190,"1,159",836,892,"7,449"
12/1/2020 11:00:00 AM,"1,329","1,326","1,758",223,"1,165",823,887,"7,502"
12/1/2020 12:00:00 PM,"1,333","1,305","1,763",203,"1,173",821,874,"7,464"
12/1/2020 1:00:00 PM,"1,323","1,298","1,755",200,"1,176",823,866,"7,433"
12/1/2020 2:00:00 PM,"1,310","1,298","1,751",188,"1,186",812,867,"7,402"
12/1/2020 3:00:00 PM,"1,319","1,305","1,714",187,"1,187",794,884,"7,381"
12/1/2020 4:00:00 PM,"1,385","1,346","1,817",184,"1,204",818,921,"7,664"
12/1/2020 5:00:00 PM,"1,483","1,376","1,901",267,"1,215",835,964,"8,033"
12/1/2020 6:00:00 PM,"1,422","1,340","1,824",170,"1,231",833,955,"7,765"
12/1/2020 7:00:00 PM,"1,357","1,348","1,771",176,"1,222",829,950,"7,643"
12/1/2020 8:00:00 PM,"1,294","1,333","1,708",210,"1,210",825,941,"7,513"
12/1/2020 9:00:00 PM,"1,207","1,311","1,647",218,"1,198",813,909,"7,293"
12/1/2020 10:00:00 PM,"1,103","1,273","1,532",218,"1,204",853,872,"7,047"
12/1/2020 11:00:00 PM,"1,007","1,235","1,420",217,"1,170",894,833,"6,767"
12/2/2020 12:00:00 AM,943,"1,220","1,351",226,"1,155",894,809,"6,590"
12/2/2020 1:00:00 AM,906,"1,207","1,306",192,"1,142",889,802,"6,435"
12/2/2020 2:00:00 AM,884,"1,196","1,290",211,"1,135",891,801,"6,399"
12/2/2020 3:00:00 AM,878,"1,192","1,288",224,"1,135",830,800,"6,339"
12/2/2020 4:00:00 AM,900,"1,200","1,293",212,"1,142",844,811,"6,393"
12/2/2020 5:00:00 AM,964,"1,207","1,348",218,"1,155",852,829,"6,564"
12/2/2020 6:00:00 AM,"1,095","1,228","1,469",227,"1,146",861,868,"6,885"
12/2/2020 7:00:00 AM,"1,240","1,273","1,623",230,"1,164",884,922,"7,326"
12/2/2020 8:00:00 AM,"1,295","1,287","1,697",200,"1,157",880,934,"7,441"
12/2/2020 9:00:00 AM,"1,303","1,268","1,716",159,"1,109",838,914,"7,299"
12/2/2020 10:00:00 AM,"1,316","1,262","1,730",176,"1,108",819,898,"7,300"
12/2/2020 11:00:00 AM,"1,331","1,260","1,723",182,"1,094",800,894,"7,276"
12/2/2020 12:00:00 PM,"1,331","1,246","1,712",189,"1,086",809,887,"7,250"
12/2/2020 1:00:00 PM,"1,317","1,238","1,693",189,"1,071",832,880,"7,210"
12/2/2020 2:00:00 PM,"1,304","1,238","1,689",147,"1,085",811,870,"7,138"
12/2/2020 3:00:00 PM,"1,310","1,250","1,699",164,"1,122",808,878,"7,224"
12/2/2020 4:00:00 PM,"1,368","1,288","1,793",253,"1,158",815,923,"7,589"
12/2/2020 5:00:00 PM,"1,463","1,322","1,876",288,"1,171",829,970,"7,908"
12/2/2020 6:00:00 PM,"1,401","1,310","1,806",279,"1,178",831,954,"7,749"
12/2/2020 7:00:00 PM,"1,345","1,304","1,735",169,"1,180",870,941,"7,534"
12/2/2020 8:00:00 PM,"1,281","1,298","1,679",169,"1,238",873,925,"7,454"
12/2/2020 9:00:00 PM,"1,197","1,302","1,616",211,"1,244",854,893,"7,309"
12/2/2020 10:00:00 PM,"1,095","1,263","1,509",202,"1,225",865,859,"7,010"
12/2/2020 11:00:00 PM,"1,001","1,227","1,404",213,"1,208",915,826,"6,785"
12/3/2020 12:00:00 AM,939,"1,197","1,334",232,"1,184",908,801,"6,586"
12/3/2020 1:00:00 AM,903,"1,186","1,295",212,"1,181",901,790,"6,460"
12/3/2020 2:00:00 AM,883,"1,177","1,269",225,"1,155",911,784,"6,395"
12/3/2020 3:00:00 AM,880,"1,170","1,263",215,"1,147",898,784,"6,347"
12/3/2020 4:00:00 AM,900,"1,168","1,281",243,"1,113",895,791,"6,382"
12/3/2020 5:00:00 AM,963,"1,180","1,338",246,"1,112",897,807,"6,536"
12/3/2020 6:00:00 AM,"1,089","1,223","1,451",222,"1,115",906,838,"6,835"
12/3/2020 7:00:00 AM,"1,228","1,292","1,615",243,"1,127",862,890,"7,247"
12/3/2020 8:00:00 AM,"1,277","1,312","1,697",261,"1,151",875,907,"7,471"
12/3/2020 9:00:00 AM,"1,284","1,292","1,702",273,"1,177",874,884,"7,476"
12/3/2020 10:00:00 AM,"1,298","1,291","1,709",241,"1,167",875,873,"7,446"
12/3/2020 11:00:00 AM,"1,315","1,303","1,748",227,"1,149",873,869,"7,474"
12/3/2020 12:00:00 PM,"1,318","1,284","1,727",209,"1,141",886,860,"7,416"
12/3/2020 1:00:00 PM,"1,311","1,286","1,707",205,"1,142",881,855,"7,379"
12/3/2020 2:00:00 PM,"1,301","1,269","1,712",182,"1,118",864,854,"7,292"
12/3/2020 3:00:00 PM,"1,299","1,279","1,704",235,"1,142",872,872,"7,395"
12/3/2020 4:00:00 PM,"1,353","1,327","1,789",245,"1,147",887,918,"7,656"
12/3/2020 5:00:00 PM,"1,442","1,355","1,877",273,"1,157",848,960,"7,903"
12/3/2020 6:00:00 PM,"1,381","1,333","1,810",226,"1,169",842,945,"7,697"
12/3/2020 7:00:00 PM,"1,317","1,324","1,764",236,"1,163",858,924,"7,577"
12/3/2020 8:00:00 PM,"1,257","1,313","1,713",222,"1,161",855,907,"7,419"
12/3/2020 9:00:00 PM,"1,177","1,296","1,626",255,"1,156",845,882,"7,228"
12/3/2020 10:00:00 PM,"1,075","1,268","1,529",221,"1,181",870,846,"6,980"
12/3/2020 11:00:00 PM,980,"1,237","1,437",238,"1,181",911,813,"6,788"
12/4/2020 12:00:00 AM,915,"1,214","1,363",241,"1,207",908,790,"6,630"
12/4/2020 1:00:00 AM,875,"1,210","1,323",252,"1,212",903,775,"6,541"
12/4/2020 2:00:00 AM,855,"1,230","1,296",251,"1,207",900,775,"6,506"
12/4/2020 3:00:00 AM,850,"1,222","1,296",239,"1,208",880,769,"6,456"
12/4/2020 4:00:00 AM,867,"1,214","1,300",244,"1,209",886,774,"6,485"
12/4/2020 5:00:00 AM,927,"1,207","1,343",212,"1,201",894,791,"6,566"
12/4/2020 6:00:00 AM,"1,049","1,239","1,456",248,"1,186",903,836,"6,910"
12/4/2020 7:00:00 AM,"1,185","1,282","1,623",212,"1,165",918,884,"7,259"
12/4/2020 8:00:00 AM,"1,244","1,309","1,699",193,"1,169",867,899,"7,372"
12/4/2020 9:00:00 AM,"1,261","1,310","1,703",181,"1,176",860,882,"7,363"
12/4/2020 10:00:00 AM,"1,281","1,298","1,702",177,"1,178",864,870,"7,362"
12/4/2020 11:00:00 AM,"1,300","1,273","1,689",199,"1,172",870,865,"7,359"
12/4/2020 12:00:00 PM,"1,305","1,269","1,682",177,"1,157",870,858,"7,309"
12/4/2020 1:00:00 PM,"1,297","1,293","1,692",193,"1,161",867,855,"7,350"
12/4/2020 2:00:00 PM,"1,284","1,301","1,709",169,"1,177",858,863,"7,353"
12/4/2020 3:00:00 PM,"1,276","1,327","1,734",224,"1,189",836,889,"7,467"
12/4/2020 4:00:00 PM,"1,322","1,371","1,810",230,"1,212",861,923,"7,720"
12/4/2020 5:00:00 PM,"1,407","1,402","1,886",301,"1,181",876,962,"8,006"
12/4/2020 6:00:00 PM,"1,352","1,374","1,796",201,"1,167",872,955,"7,709"
12/4/2020 7:00:00 PM,"1,293","1,355","1,730",204,"1,171",876,938,"7,559"
12/4/2020 8:00:00 PM,"1,237","1,327","1,670",203,"1,176",873,915,"7,392"
12/4/2020 9:00:00 PM,"1,167","1,303","1,599",187,"1,172",868,895,"7,182"
12/4/2020 10:00:00 PM,"1,079","1,266","1,502",218,"1,190",857,862,"6,965"
12/4/2020 11:00:00 PM,990,"1,238","1,450",193,"1,186",832,828,"6,708"
12/5/2020 12:00:00 AM,925,"1,208","1,361",176,"1,174",800,806,"6,441"
12/5/2020 1:00:00 AM,881,"1,186","1,298",223,"1,171",820,789,"6,361"
12/5/2020 2:00:00 AM,855,"1,171","1,259",181,"1,168",854,784,"6,265"
12/5/2020 3:00:00 AM,841,"1,166","1,259",189,"1,164",858,784,"6,253"
12/5/2020 4:00:00 AM,842,"1,171","1,263",200,"1,162",862,781,"6,273"
12/5/2020 5:00:00 AM,868,"1,181","1,297",197,"1,167",866,790,"6,357"
12/5/2020 6:00:00 AM,918,"1,198","1,353",221,"1,176",888,808,"6,553"
12/5/2020 7:00:00 AM,991,"1,229","1,443",213,"1,188",894,836,"6,786"
12/5/2020 8:00:00 AM,"1,050","1,256","1,500",175,"1,196",905,854,"6,928"
12/5/2020 9:00:00 AM,"1,093","1,269","1,554",190,"1,186",872,863,"7,019"
12/5/2020 10:00:00 AM,"1,135","1,284","1,604",199,"1,176",874,854,"7,117"
12/5/2020 11:00:00 AM,"1,161","1,284","1,645",194,"1,175",861,844,"7,155"
12/5/2020 12:00:00 PM,"1,165","1,271","1,654",185,"1,169",852,825,"7,112"
12/5/2020 1:00:00 PM,"1,155","1,263","1,649",177,"1,168",839,813,"7,056"
12/5/2020 2:00:00 PM,"1,145","1,263","1,629",177,"1,177",821,814,"7,017"
12/5/2020 3:00:00 PM,"1,150","1,255","1,643",214,"1,181",861,833,"7,128"
12/5/2020 4:00:00 PM,"1,216","1,318","1,745",276,"1,210",903,887,"7,545"
12/5/2020 5:00:00 PM,"1,324","1,363","1,828",283,"1,215",921,937,"7,861"
12/5/2020 6:00:00 PM,"1,296","1,328","1,764",245,"1,207",908,930,"7,669"
12/5/2020 7:00:00 PM,"1,249","1,318","1,703",221,"1,209",850,915,"7,455"
12/5/2020 8:00:00 PM,"1,201","1,291","1,671",177,"1,200",851,898,"7,280"
12/5/2020 9:00:00 PM,"1,141","1,280","1,626",192,"1,193",839,878,"7,138"
12/5/2020 10:00:00 PM,"1,064","1,245","1,545",217,"1,185",829,847,"6,922"
12/5/2020 11:00:00 PM,981,"1,236","1,454",191,"1,167",829,817,"6,667"
12/6/2020 12:00:00 AM,917,"1,220","1,392",186,"1,143",886,796,"6,530"
12/6/2020 1:00:00 AM,875,"1,196","1,317",213,"1,129",884,781,"6,385"
12/6/2020 2:00:00 AM,849,"1,168","1,277",182,"1,132",882,775,"6,257"
12/6/2020 3:00:00 AM,838,"1,164","1,297",180,"1,145",870,765,"6,249"
12/6/2020 4:00:00 AM,841,"1,164","1,308",219,"1,149",855,762,"6,288"
12/6/2020 5:00:00 AM,862,"1,160","1,316",242,"1,165",858,768,"6,362"
12/6/2020 6:00:00 AM,902,"1,168","1,331",260,"1,135",862,785,"6,434"
12/6/2020 7:00:00 AM,961,"1,189","1,404",238,"1,159",870,809,"6,620"
12/6/2020 8:00:00 AM,"1,014","1,207","1,454",246,"1,176",874,821,"6,781"
12/6/2020 9:00:00 AM,"1,063","1,218","1,513",201,"1,161",870,812,"6,827"
12/6/2020 10:00:00 AM,"1,112","1,226","1,557",207,"1,173",865,809,"6,938"
12/6/2020 11:00:00 AM,"1,147","1,252","1,598",199,"1,193",813,819,"7,012"
12/6/2020 12:00:00 PM,"1,164","1,253","1,593",215,"1,179",806,817,"7,018"
12/6/2020 1:00:00 PM,"1,157","1,251","1,602",244,"1,172",802,812,"7,031"
12/6/2020 2:00:00 PM,"1,148","1,249","1,600",219,"1,194",795,814,"7,011"
12/6/2020 3:00:00 PM,"1,165","1,262","1,616",237,"1,218",806,838,"7,134"
12/6/2020 4:00:00 PM,"1,257","1,316","1,744",268,"1,253",840,883,"7,553"
12/6/2020 5:00:00 PM,"1,369","1,324","1,845",295,"1,244",854,910,"7,832"
12/6/2020 6:00:00 PM,"1,326","1,293","1,779",209,"1,208",847,907,"7,561"
12/6/2020 7:00:00 PM,"1,271","1,295","1,711",225,"1,216",853,888,"7,451"
